"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost"
"Albania","",2021-02-21,5434.63964029138,NA,994.510889139915,298.353266741974,12
"Albania","",2021-02-22,5379.89008024149,NA,1155.28649634514,346.585948903543,12
"Albania","",2021-02-23,6019.66942717634,36.038268425,1236.51992140548,370.955976421643,12
"Albania","",2021-02-24,6327.04833340751,37.2592594463573,1272.72118809033,381.816356427098,12
"Albania","",2021-02-25,6443.34103821495,38.4763927485099,1307.57690112805,392.273070338414,12
"Albania","",2021-02-26,6545.16305082886,39.7938637423942,1343.55503997421,403.066511992263,12
"Albania","",2021-02-27,6641.96057314027,40.3358813146984,1358.65991007284,407.597973021853,12
"Albania","",2021-02-28,6645.29595693822,39.7804355655966,1344.97252006037,403.491756018112,12
"Albania","",2021-03-01,6524.6866121546,46.2114598538057,1504.91735679408,451.475207038225,12
"Albania","",2021-03-02,7091.97422183735,49.460796856219,1581.76208335188,474.528625005563,12
"Albania","",2021-03-03,7308.40891299758,50.908847523613,1610.83525955374,483.250577866121,12
"Albania","",2021-03-04,7322.73986647615,52.3030760451218,1636.29076270721,490.887228812164,12
"Albania","",2021-03-05,7315.12805943196,53.7422015989684,1660.49014328507,498.14704298552,12
"Albania","",2021-03-06,7296.07488732248,54.3463964029138,1661.32398923456,498.397196770367,12
"Albania","",2021-03-07,7178.12447088074,53.7989008024149,1631.17165303865,489.351495911595,12
"Albania","",2021-03-08,6933.62756054556,60.1966942717634,1772.99355545934,531.898066637802,12
"Albania","",2021-03-09,7377.84387433702,63.2704833340751,1827.10222824939,548.130668474818,12
"Albania","",2021-03-10,7459.6170129695,64.4334103821495,1830.68496661904,549.205489985711,12
"Albania","",2021-03-11,7335.66246504248,65.4516305082886,1828.78201485799,548.634604457397,12
"Albania","",2021-03-12,7191.26764978877,66.4196057314027,1824.01872183062,547.205616549186,12
"Albania","",2021-03-13,7038.45282597121,66.4529595693822,1794.53111772019,538.359335316056,12
"Albania","",2021-03-14,6790.98956476855,65.246866121546,1733.40689013639,520.022067040917,12
"Albania","",2021-03-15,6424.00865466459,70.9197422183736,1844.46096858426,553.338290575277,12
"Albania","",2021-03-16,6755.86045949582,73.0840891299758,1864.90425324238,559.471275972713,12
"Albania","",2021-03-17,6722.7225921508,73.2273986647615,1833.91561626062,550.174684878186,12
"Albania","",2021-03-18,6489.26907262817,73.1512805943196,1797.81691244719,539.345073734158,12
"Albania","",2021-03-19,6245.22439367755,72.9607488732248,1759.6132064928,527.88396194784,12
"Albania","",2021-03-20,6003.19221029403,71.7812447088074,1697.74739119214,509.324217357641,12
"Albania","",2021-03-21,5677.12369970378,69.3362756054556,1606.00216366615,481.800649099844,12
"Albania","",2021-03-22,5243.64015091439,73.7784387433702,1688.96511487395,506.689534462186,12
"Albania","",2021-03-23,5522.6578601114,74.596170129695,1680.6806480377,504.20419441131,12
"Albania","",2021-03-24,5438.22506968258,73.3566246504248,1622.31726815704,486.695180447113,12
"Albania","",2021-03-25,5161.41362037935,71.9126764978877,1561.30609841939,468.391829525817,12
"Albania","",2021-03-26,4884.81095473665,70.3845282597121,1500.79805257351,450.239415772052,12
"Albania","",2021-03-27,4620.4494612964,67.9098956476855,1419.28092492594,425.784277477783,12
"Albania","",2021-03-28,4281.49609128487,64.2400865466459,1310.9100377286,393.273011318579,12
"Albania","",2021-03-29,3844.91599209599,67.5586045949582,1380.66446502785,414.199339508355,12
"Albania","",2021-03-30,4131.04374917117,67.227225921508,1359.55626742064,407.866880226193,12
"Albania","",2021-03-31,4053.77111178454,64.8926907262817,1290.35340509484,387.106021528451,12
"Albania","",2021-04-01,3788.96131428237,62.4522439367756,1221.20273868416,366.360821605249,12
"Albania","",2021-04-02,3530.97608627312,60.0319221029403,1155.1123653241,346.53370959723,12
"Albania","",2021-04-03,3291.02501312917,56.7712369970378,1070.37402282122,321.112206846365,12
"Albania","",2021-04-04,2981.33201834841,52.4364015091439,961.228998023998,288.368699407199,12
"Albania","",2021-04-05,2578.86667632934,55.226578601114,1032.76093729279,309.828281187838,12
"Albania","",2021-04-06,2904.02729394862,54.3822506968258,1013.44277794614,304.032833383841,12
"Albania","",2021-04-07,2863.28777922538,51.6141362037935,947.240328570593,284.172098571178,12
"Albania","",2021-04-08,2636.07906626843,48.8481095473665,882.744021568279,264.823206470484,12
"Albania","",2021-04-09,2418.04109034981,46.204494612964,822.756253282293,246.826875984688,12
"Albania","",2021-04-10,2219.775834819,42.8149609128487,745.333004587103,223.599901376131,12
"Albania","",2021-04-11,1952.88013194144,38.4491599209599,644.716669082335,193.415000724701,12
"Albania","",2021-04-12,1594.39809547279,41.3104374917117,726.006823487155,217.802047046147,12
"Albania","",2021-04-13,1964.82456401138,40.5377111178454,715.821944806345,214.746583441904,12
"Albania","",2021-04-14,1965.6789342467,37.8896131428237,659.019766567106,197.705929970132,12
"Albania","",2021-04-15,1779.01455343057,35.3097608627312,604.510272587451,181.353081776235,12
"Albania","",2021-04-16,1601.45136294028,32.9102501312917,554.94395870475,166.483187611425,12
"Albania","",2021-04-17,1443.29500343439,29.8133201834841,488.220032985359,146.466009895608,12
"Albania","",2021-04-18,1215.82468393426,25.7886667632934,398.599523868199,119.57985716046,12
"Albania","",2021-04-19,896.234021470913,29.0402729394862,491.206141002844,147.361842300853,12
"Albania","",2021-04-20,1305.18958322054,28.6328777922538,491.419733561675,147.425920068503,12
"Albania","",2021-04-21,1341.06456353536,26.3607906626843,444.753638357642,133.426091507293,12
"Albania","",2021-04-22,1187.77278058344,24.1804109034981,400.362840735071,120.108852220521,12
"Albania","",2021-04-23,1042.66554716476,22.19775834819,360.823750858598,108.24712525758,12
"Albania","",2021-04-24,915.927873082295,19.5288013194144,303.956170983564,91.1868512950693,12
"Albania","",2021-04-25,718.721417355798,15.9439809547279,224.058505367728,67.2175516103185,12
"Albania","",2021-04-26,428.403722693041,19.6482456401138,326.297395805134,97.8892187415403,12
"Albania","",2021-04-27,865.818106382574,19.656789342467,335.266140883839,100.579842265152,12
"Albania","",2021-04-28,927.389751597728,17.7901455343057,296.943195145859,89.0829585437576,12
"Albania","",2021-04-29,798.289781429439,16.0145136294028,260.666386791191,78.1999160373572,12
"Albania","",2021-04-30,676.390347399083,14.4329500343439,228.981968270574,68.6945904811721,12
"Albania","",2021-05-01,571.84323777143,12.1582468393426,179.680354338949,53.9041063016848,12
"Albania","",2021-05-02,395.777351146138,8.96234021470913,107.10093067326,32.1302792019781,12
"Albania","",2021-05-03,125.688064621979,13.0518958322054,216.454526595643,64.936357978693,12
"Albania","",2021-05-04,582.564060876432,13.4106456353536,231.847437899432,69.5542313698296,12
"Albania","",2021-05-05,661.636852438472,11.8777278058344,199.57244535736,59.8717336072079,12
"Albania","",2021-05-06,548.900866833364,10.4266554716476,169.097586849771,50.7292760549312,12
"Albania","",2021-05-07,442.577313013467,9.15927873082295,142.960809442858,42.8882428328573,12
"Albania","",2021-05-08,352.820190942041,7.18721417355798,98.9443377865346,29.6833013359604,12
"Albania","",2021-05-09,190.754467246354,4.28403722693041,31.4220161554948,9.42660484664844,12
"Albania","",2021-05-10,0,8.65818106382574,145.641015219108,43.6923045657324,12
"Algeria","",2021-02-10,1811.51443725312,NA,NA,NA,11
"Algeria","",2021-02-11,1983.53945165796,NA,NA,NA,11
"Algeria","",2021-02-12,2166.11125914395,NA,NA,NA,11
"Algeria","",2021-02-13,2332.90133719136,NA,NA,NA,11
"Algeria","",2021-02-14,2511.73852348845,NA,NA,NA,11
"Algeria","",2021-02-15,2783.42496872806,NA,NA,NA,11
"Algeria","",2021-02-16,3024.7967532434,NA,452.878609313279,135.863582793984,11
"Algeria","",2021-02-17,3391.30065767271,NA,495.88486291449,148.765458874347,11
"Algeria","",2021-02-18,3728.01683153647,NA,541.527814785987,162.458344435796,11
"Algeria","",2021-02-19,4093.00642095295,NA,583.22533429784,174.967600289352,11
"Algeria","",2021-02-20,4461.89763076682,NA,627.934630872112,188.380389261634,11
"Algeria","",2021-02-21,4864.72375644911,NA,695.856242182015,208.756872654604,11
"Algeria","",2021-02-22,5384.76033583957,NA,756.199188310849,226.859756493255,11
"Algeria","",2021-02-23,5901.50281504014,18.1151443725312,847.825164418178,254.347549325453,11
"Algeria","",2021-02-24,6573.3336719944,19.8353945165796,932.004207884118,279.601262365235,11
"Algeria","",2021-02-25,7365.54293437343,21.6611125914395,1023.25160523824,306.975481571471,6
"Algeria","",2021-02-26,8144.49981826834,23.3290133719136,1115.47440769171,334.642322307512,6
"Algeria","",2021-02-27,8966.30472170079,25.1173852348845,1216.18093911228,364.854281733683,6
"Algeria","",2021-02-28,9870.71814883691,27.8342496872806,1346.19008395989,403.857025187968,6
"Algeria","",2021-03-01,10946.3511193018,30.247967532434,1475.37570376003,442.61271112801,6
"Algeria","",2021-03-02,12077.7342063002,33.9130065767271,1643.3334179986,493.00002539958,6
"Algeria","",2021-03-03,13428.8268048202,37.2801683153647,1841.38573359336,552.415720078007,6
"Algeria","",2021-03-04,14974.368020824,40.9300642095295,2036.12495456709,610.837486370126,6
"Algeria","",2021-03-05,16586.7621524444,44.6189763076682,2241.5761804252,672.472854127559,6
"Algeria","",2021-03-06,18329.7072949314,48.6472375644911,2467.67953720923,740.303861162768,6
"Algeria","",2021-03-07,20250.9442978354,53.8476033583957,2736.58777982545,820.976333947635,6
"Algeria","",2021-03-08,22447.5218721508,59.0150281504014,3019.43355157505,905.830065472516,6
"Algeria","",2021-03-09,24812.5761893492,65.733336719944,3357.20670120504,1007.16201036151,6
"Algeria","",2021-03-10,27519.1373847392,73.6554293437343,3743.59200520601,1123.0776015618,6
"Algeria","",2021-03-11,30550.3665017061,81.4449981826834,4146.6905381111,1244.00716143333,6
"Algeria","",2021-03-12,33786.5177836644,89.6630472170079,4582.42682373285,1374.72804711986,6
"Algeria","",2021-03-13,37298.2897273625,98.7071814883691,5062.73607445884,1518.82082233765,6
"Algeria","",2021-03-14,41139.1477540091,109.463511193018,5611.88046803771,1683.56414041131,6
"Algeria","",2021-03-15,45409.7140091332,120.777342063002,6203.14404733731,1860.94321420119,6
"Algeria","",2021-03-16,50004.166524914,134.288268048202,6879.78434618479,2063.93530385544,6
"Algeria","",2021-03-17,55094.3865475321,149.74368020824,7637.59162542653,2291.27748762796,6
"Algeria","",2021-03-18,60658.2477799457,165.867621524444,8446.6294459161,2533.98883377483,6
"Algeria","",2021-03-19,66573.1617145588,183.297072949314,9324.57243184062,2797.37172955218,6
"Algeria","",2021-03-20,72896.185434227,202.509442978354,10284.7869385023,3085.43608155068,6
"Algeria","",2021-03-21,79662.1321893037,224.475218721508,11352.4285022833,3405.72855068499,6
"Algeria","",2021-03-22,86945.7313040223,248.125761893492,12501.0416312285,3750.31248936855,6
"Algeria","",2021-03-23,94606.0905121895,275.191373847392,13773.596636883,4132.07899106491,6
"Algeria","",2021-03-24,102772.42781067,305.503665017061,15164.5619449864,4549.36858349593,6
"Algeria","",2021-03-25,111368.088593933,337.865177836644,16643.2904286397,4992.98712859191,6
"Algeria","",2021-03-26,120206.336161166,372.982897273625,18224.0463585568,5467.21390756703,6
"Algeria","",2021-03-27,129271.407441174,411.391477540091,19915.5330473259,5974.65991419778,6
"Algeria","",2021-03-28,138515.955064829,454.097140091332,21736.4328260056,6520.92984780167,6
"Algeria","",2021-03-29,147923.518162849,500.04166524914,23651.5226280474,7095.45678841421,6
"Algeria","",2021-03-30,157255.513037862,550.943865475321,25693.1069526676,7707.93208580028,6
"Algeria","",2021-03-31,166541.578027863,606.582477799457,27842.0221484832,8352.60664454497,6
"Algeria","",2021-04-01,175604.357272934,665.731617145588,30051.5840402915,9015.47521208744,6
"Algeria","",2021-04-02,184161.707929532,728.96185434227,32317.8518602935,9695.35555808806,6
"Algeria","",2021-04-03,192117.377287412,796.621321893037,34628.9887662073,10388.6966298622,6
"Algeria","",2021-04-04,199360.359303652,869.457313040223,36980.8795407121,11094.2638622136,6
"Algeria","",2021-04-05,205830.182917932,946.060905121895,39313.8782594655,11794.1634778396,6
"Algeria","",2021-04-06,211270.21591897,1027.7242781067,41635.3945069657,12490.6183520897,6
"Algeria","",2021-04-07,215726.413841115,1113.68088593933,43901.0893182336,13170.3267954701,6
"Algeria","",2021-04-08,219065.706449157,1202.06336161166,46040.426982383,13812.1280947149,6
"Algeria","",2021-04-09,221085.753410837,1292.71407441174,48029.3443218531,14408.8032965559,6
"Algeria","",2021-04-10,221806.31283053,1385.15955064829,49840.089825913,14952.0269477739,6
"Algeria","",2021-04-11,223081.829327418,1479.23518162849,51457.5457294829,15437.2637188449,4
"Algeria","",2021-04-12,221577.826797165,1572.55513037862,52817.5539797426,15845.2661939228,4
"Algeria","",2021-04-13,218666.515161283,1665.41578027863,53931.6034602788,16179.4810380837,4
"Algeria","",2021-04-14,214693.736089588,1756.04357272934,54766.4266122891,16429.9279836867,4
"Algeria","",2021-04-15,209723.764502216,1841.61707929532,55271.4383527092,16581.4315058128,4
"Algeria","",2021-04-16,203730.008099451,1921.17377287412,55451.5782076325,16635.4734622897,4
"Algeria","",2021-04-17,196895.256571163,1993.60359303652,55770.4573318545,16731.1371995563,4
"Algeria","",2021-04-18,191211.93077791,2058.30182917932,55394.4566992911,16618.3370097873,4
"Algeria","",2021-04-19,183386.67742535,2112.7021591897,54666.6287903207,16399.9886370962,4
"Algeria","",2021-04-20,174936.809392081,2157.26413841115,53673.4340223969,16102.0302067191,4
"Algeria","",2021-04-21,166268.303549384,2190.65706449157,52430.941125554,15729.2823376662,4
"Algeria","",2021-04-22,157465.032818322,2210.85753410837,50932.5020248626,15279.7506074588,4
"Algeria","",2021-04-23,148494.669511688,2218.0631283053,49223.8141427907,14767.1442428372,4
"Algeria","",2021-04-24,139516.730148786,2230.81829327418,47802.9826944775,14340.8948083432,4
"Algeria","",2021-04-25,132476.705388481,2215.77826797165,45846.6693563375,13754.0008069012,4
"Algeria","",2021-04-26,123966.283598207,2186.66515161283,43734.2023480202,13120.2607044061,4
"Algeria","",2021-04-27,115484.000543396,2146.93736089588,41567.0758873461,12470.1227662038,4
"Algeria","",2021-04-28,107362.551972346,2097.23764502216,39366.2582045806,11809.8774613742,4
"Algeria","",2021-04-29,99601.9036730587,2037.30008099451,37123.667377922,11137.1002133766,4
"Algeria","",2021-04-30,92088.9032800648,1968.95256571163,34879.1825371966,10463.754761159,4
"Algeria","",2021-05-01,84908.3202198312,1912.1193077791,33119.1763471204,9935.7529041361,4
"Algeria","",2021-05-02,79934.8673494161,1833.8667742535,30991.5708995516,9297.47126986549,4
"Algeria","",2021-05-03,73665.3103630109,1749.36809392081,28871.0001358489,8661.30004075468,4
"Algeria","",2021-05-04,67573.7627859856,1662.68303549384,26840.6379930865,8052.19139792595,4
"Algeria","",2021-05-05,61942.6429322351,1574.65032818322,24900.4759182647,7470.1427754794,4
"Algeria","",2021-05-06,56723.1563083921,1484.94669511688,23022.2258200162,6906.66774600486,4
"Algeria","",2021-05-07,51761.98457124,1395.16730148786,21227.0800549578,6368.12401648734,4
"Algeria","",2021-05-08,47111.916782732,1324.76705388481,19983.716837354,5995.11505120621,4
"Algeria","",2021-05-09,44620.9748537526,1239.66283598206,18416.3275907527,5524.89827722582,4
"Algeria","",2021-05-10,40745.0345737164,1154.84000543396,16893.4406964964,5068.03220894892,4
"Andorra","",2021-02-10,7.59119402014116,NA,NA,NA,14
"Andorra","",2021-02-11,0,NA,NA,NA,14
"Andorra","",2021-02-12,105.952855623911,NA,NA,NA,14
"Andorra","",2021-02-13,58.9492044840956,NA,NA,NA,14
"Andorra","",2021-02-14,0,NA,NA,NA,14
"Andorra","",2021-02-15,17.8817072626273,NA,NA,NA,14
"Andorra","",2021-02-16,18.3015443781051,NA,1.89779850503529,0.569339551510587,14
"Andorra","",2021-02-17,0,NA,0,0,14
"Andorra","",2021-02-18,0,NA,26.4882139059778,7.94646417179335,14
"Andorra","",2021-02-19,97.5822039471271,NA,14.7373011210239,4.42119033630717,14
"Andorra","",2021-02-20,50.6442756379491,NA,0,0,14
"Andorra","",2021-02-21,0,NA,4.47042681565684,1.34112804469705,14
"Andorra","",2021-02-22,9.78057282626265,NA,4.57538609452626,1.37261582835788,14
"Andorra","",2021-02-23,10.5250444242424,0.0759119402014116,0,0,14
"Andorra","",2021-02-24,0,0,0,0,14
"Andorra","",2021-02-25,0,1.05952855623911,24.3955509867818,7.31866529603453,10
"Andorra","",2021-02-26,90.3662008396367,0.589492044840957,12.6610689094873,3.79832067284618,10
"Andorra","",2021-02-27,43.539119852945,0,0,0,10
"Andorra","",2021-02-28,0,0.178817072626273,2.44514320656566,0.733542961969699,10
"Andorra","",2021-03-01,2.9067102734821,0.183015443781051,2.63126110606059,0.789378331818178,10
"Andorra","",2021-03-02,3.95674456793394,0,0,0,10
"Andorra","",2021-03-03,0,0,0,0,10
"Andorra","",2021-03-04,0,0.975822039471271,22.5915502099092,6.77746506297275,10
"Andorra","",2021-03-05,84.0978459697681,0.506442756379491,10.8847799632363,3.26543398897088,10
"Andorra","",2021-03-06,37.3938408054222,0,0,0,10
"Andorra","",2021-03-07,0,0.0978057282626265,0.726677568370526,0.218003270511158,10
"Andorra","",2021-03-08,0,0.105250444242424,0.989186141983484,0.296755842595045,10
"Andorra","",2021-03-09,0,0,0,0,10
"Andorra","",2021-03-10,0,0,0,0,10
"Andorra","",2021-03-11,0,0.903662008396367,21.024461492442,6.3073384477326,10
"Andorra","",2021-03-12,78.2899280654457,0.43539119852945,9.34846020135555,2.80453806040667,16
"Andorra","",2021-03-13,31.7149208699069,0,0,0,16
"Andorra","",2021-03-14,0,0.029067102734821,0,0,16
"Andorra","",2021-03-15,0,0.0395674456793394,0,0,16
"Andorra","",2021-03-16,0,0,0,0,16
"Andorra","",2021-03-17,0,0,0,0,16
"Andorra","",2021-03-18,0,0.840978459697681,19.5724820163614,5.87174460490843,16
"Andorra","",2021-03-19,72.7980275885994,0.373938408054222,7.92873021747673,2.37861906524302,16
"Andorra","",2021-03-20,26.3809132576774,0,0,0,16
"Andorra","",2021-03-21,0,0,0,0,16
"Andorra","",2021-03-22,0,0,0,0,16
"Andorra","",2021-03-23,0,0,0,0,16
"Andorra","",2021-03-24,0,0,0,0,16
"Andorra","",2021-03-25,0,0.782899280654457,18.1995068971498,5.45985206914495,16
